payment_id_a,payment_id_b,customer_id,order_id_a,order_id_b,amount_a,amount_b,created_at_a,created_at_b,status_a,status_b,method_a,method_b,time_gap_seconds,scenario,confidence_score,is_double_capture,refundable_amount
pay_900973,pay_900974,cust_00146,order_700837,order_700837,99999,99999,1787546763,1787546765,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,99999
pay_900823,pay_900824,cust_00146,order_700762,order_700762,4999,4999,1787548750,1787548751,captured,captured,upi,upi,1,Double-Click Issue,99.5,True,4999
pay_901145,pay_901146,cust_00147,order_700923,order_700923,74999,74999,1787608261,1787608262,captured,captured,wallet,wallet,1,Double-Click Issue,99.5,True,74999
pay_900997,pay_900998,cust_00147,order_700849,order_700849,34999,34999,1787663459,1787663461,captured,captured,card,card,2,Double-Click Issue,99.5,True,34999
pay_901165,pay_901166,cust_00145,order_700933,order_700933,74999,74999,1787655011,1787655013,captured,captured,netbanking,netbanking,2,Double-Click Issue,99.5,True,74999
pay_900983,pay_900984,cust_00087,order_700842,order_700842,49999,49999,1787590237,1787590240,captured,captured,card,card,3,Double-Click Issue,99.5,True,49999
pay_900889,pay_900890,cust_00088,order_700795,order_700795,24999,24999,1787540190,1787540193,captured,captured,wallet,wallet,3,Double-Click Issue,99.5,True,24999
pay_900915,pay_900916,cust_00088,order_700808,order_700808,299999,299999,1787577519,1787577520,captured,captured,wallet,wallet,1,Double-Click Issue,99.5,True,299999
pay_901007,pay_901008,cust_00088,order_700854,order_700854,19999,19999,1787656547,1787656549,captured,captured,card,card,2,Double-Click Issue,99.5,True,19999
pay_900737,pay_900738,cust_00090,order_700719,order_700719,49999,49999,1787532968,1787532970,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,49999
pay_900945,pay_900946,cust_00085,order_700823,order_700823,12499,12499,1787517644,1787517645,captured,captured,card,card,1,Double-Click Issue,99.5,True,12499
pay_901121,pay_901122,cust_00085,order_700911,order_700911,4999,4999,1787528098,1787528099,captured,captured,card,card,1,Double-Click Issue,99.5,True,4999
pay_900847,pay_900848,cust_00090,order_700774,order_700774,34999,34999,1787553147,1787553149,captured,captured,netbanking,netbanking,2,Double-Click Issue,99.5,True,34999
pay_901197,pay_901198,cust_00092,order_700949,order_700949,4999,4999,1787647023,1787647024,captured,captured,upi,upi,1,Double-Click Issue,99.5,True,4999
pay_900871,pay_900872,cust_00092,order_700786,order_700786,49999,49999,1787661529,1787661532,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,49999
pay_900873,pay_900874,cust_00143,order_700787,order_700787,9999,9999,1787532307,1787532308,captured,captured,netbanking,netbanking,1,Double-Click Issue,99.5,True,9999
pay_900707,pay_900708,cust_00094,order_700704,order_700704,7499,7499,1787637185,1787637188,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,7499
pay_900767,pay_900768,cust_00095,order_700734,order_700734,9999,9999,1787523151,1787523153,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,9999
pay_900829,pay_900830,cust_00130,order_700765,order_700765,24999,24999,1787633148,1787633149,captured,captured,card,card,1,Double-Click Issue,99.5,True,24999
pay_900773,pay_900774,cust_00139,order_700737,order_700737,24999,24999,1787611103,1787611105,captured,captured,upi,upi,2,Double-Click Issue,99.5,True,24999
pay_900943,pay_900944,cust_00141,order_700822,order_700822,34999,34999,1787634363,1787634365,captured,captured,upi,upi,2,Double-Click Issue,99.5,True,34999
pay_901091,pay_901092,cust_00141,order_700896,order_700896,19999,19999,1787650921,1787650923,captured,captured,card,card,2,Double-Click Issue,99.5,True,19999
pay_901143,pay_901144,cust_00142,order_700922,order_700922,249999,249999,1787536736,1787536737,captured,captured,upi,upi,1,Double-Click Issue,99.5,True,249999
pay_901177,pay_901178,cust_00138,order_700939,order_700939,12499,12499,1787642197,1787642200,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,12499
pay_900831,pay_900832,cust_00096,order_700766,order_700766,34999,34999,1787546127,1787546129,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,34999
pay_900903,pay_900904,cust_00096,order_700802,order_700802,4999,4999,1787646224,1787646227,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,4999
pay_900807,pay_900808,cust_00096,order_700754,order_700754,4999,4999,1787656685,1787656687,captured,captured,netbanking,netbanking,2,Double-Click Issue,99.5,True,4999
pay_901069,pay_901070,cust_00098,order_700885,order_700885,24999,24999,1787680759,1787680762,captured,captured,wallet,wallet,3,Double-Click Issue,99.5,True,24999
pay_900987,pay_900988,cust_00099,order_700844,order_700844,9999,9999,1787517453,1787517454,captured,captured,card,card,1,Double-Click Issue,99.5,True,9999
pay_900909,pay_900910,cust_00099,order_700805,order_700805,49999,49999,1787544302,1787544303,captured,captured,netbanking,netbanking,1,Double-Click Issue,99.5,True,49999
pay_900901,pay_900902,cust_00099,order_700801,order_700801,4999,4999,1787607678,1787607681,captured,captured,card,card,3,Double-Click Issue,99.5,True,4999
pay_900967,pay_900968,cust_00099,order_700834,order_700834,149999,149999,1787653663,1787653666,captured,captured,wallet,wallet,3,Double-Click Issue,99.5,True,149999
pay_901129,pay_901130,cust_00137,order_700915,order_700915,4999,4999,1787646071,1787646074,captured,captured,card,card,3,Double-Click Issue,99.5,True,4999
pay_900775,pay_900776,cust_00134,order_700738,order_700738,24999,24999,1787614406,1787614407,captured,captured,wallet,wallet,1,Double-Click Issue,99.5,True,24999
pay_901067,pay_901068,cust_00100,order_700884,order_700884,12499,12499,1787635180,1787635181,captured,captured,netbanking,netbanking,1,Double-Click Issue,99.5,True,12499
pay_900721,pay_900722,cust_00101,order_700711,order_700711,249999,249999,1787546905,1787546907,captured,captured,card,card,2,Double-Click Issue,99.5,True,249999
pay_900709,pay_900710,cust_00102,order_700705,order_700705,74999,74999,1787573599,1787573601,captured,captured,card,card,2,Double-Click Issue,99.5,True,74999
pay_900789,pay_900790,cust_00102,order_700745,order_700745,49999,49999,1787663466,1787663469,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,49999
pay_900995,pay_900996,cust_00104,order_700848,order_700848,249999,249999,1787529063,1787529065,captured,captured,upi,upi,2,Double-Click Issue,99.5,True,249999
pay_901093,pay_901094,cust_00135,order_700897,order_700897,12499,12499,1787605402,1787605405,captured,captured,upi,upi,3,Double-Click Issue,99.5,True,12499
pay_900913,pay_900914,cust_00135,order_700807,order_700807,19999,19999,1787668883,1787668884,captured,captured,wallet,wallet,1,Double-Click Issue,99.5,True,19999
pay_901029,pay_901030,cust_00136,order_700865,order_700865,149999,149999,1787611038,1787611040,captured,captured,card,card,2,Double-Click Issue,99.5,True,149999
pay_900861,pay_900862,cust_00104,order_700781,order_700781,99999,99999,1787633075,1787633078,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,99999
pay_900817,pay_900818,cust_00105,order_700759,order_700759,149999,149999,1787646681,1787646683,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,149999
pay_900799,pay_900800,cust_00106,order_700750,order_700750,14999,14999,1787628588,1787628591,captured,captured,wallet,wallet,3,Double-Click Issue,99.5,True,14999
pay_901149,pay_901150,cust_00132,order_700925,order_700925,9999,9999,1787547235,1787547238,captured,captured,upi,upi,3,Double-Click Issue,99.5,True,9999
pay_900841,pay_900842,cust_00132,order_700771,order_700771,4999,4999,1787597365,1787597366,captured,captured,card,card,1,Double-Click Issue,99.5,True,4999
pay_901109,pay_901110,cust_00132,order_700905,order_700905,199999,199999,1787599561,1787599563,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,199999
pay_900885,pay_900886,cust_00129,order_700793,order_700793,7499,7499,1787606997,1787606999,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,7499
pay_902483,pay_902484,cust_00130,order_701733,order_701734,74999,74999,1787532566,1787532571,captured,captured,card,card,5,Multiple Browser Tabs Checkout,99.5,True,74999
pay_900921,pay_900922,cust_00130,order_700811,order_700811,9999,9999,1787578788,1787578791,captured,captured,card,card,3,Double-Click Issue,99.5,True,9999
pay_900821,pay_900822,cust_00130,order_700761,order_700761,24999,24999,1787650314,1787650317,captured,captured,upi,upi,3,Double-Click Issue,99.5,True,24999
pay_900989,pay_900990,cust_00130,order_700845,order_700845,249999,249999,1787662644,1787662645,captured,captured,wallet,wallet,1,Double-Click Issue,99.5,True,249999
pay_901189,pay_901190,cust_00131,order_700945,order_700945,7499,7499,1787578317,1787578318,captured,captured,wallet,wallet,1,Double-Click Issue,99.5,True,7499
pay_900851,pay_900852,cust_00131,order_700776,order_700776,99999,99999,1787612461,1787612464,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,99999
pay_901127,pay_901128,cust_00111,order_700914,order_700914,19999,19999,1787582747,1787582748,captured,captured,card,card,1,Double-Click Issue,99.5,True,19999
pay_900979,pay_900980,cust_00113,order_700840,order_700840,4999,4999,1787560648,1787560650,captured,captured,card,card,2,Double-Click Issue,99.5,True,4999
pay_900813,pay_900814,cust_00114,order_700757,order_700757,199999,199999,1787561997,1787561999,captured,captured,netbanking,netbanking,2,Double-Click Issue,99.5,True,199999
pay_901037,pay_901038,cust_00108,order_700869,order_700869,74999,74999,1787562718,1787562720,captured,captured,upi,upi,2,Double-Click Issue,99.5,True,74999
pay_900735,pay_900736,cust_00108,order_700718,order_700718,9999,9999,1787600645,1787600647,captured,captured,wallet,wallet,2,Double-Click Issue,99.5,True,9999
pay_900865,pay_900866,cust_00108,order_700783,order_700783,24999,24999,1787642748,1787642751,captured,captured,wallet,wallet,3,Double-Click Issue,99.5,True,24999
pay_902215,pay_902216,cust_00128,order_701465,order_701466,49999,49999,1787682465,1787682470,captured,captured,wallet,wallet,5,Multiple Browser Tabs Checkout,99.5,True,49999
pay_901173,pay_901174,cust_00115,order_700937,order_700937,19999,19999,1787599590,1787599591,captured,captured,netbanking,netbanking,1,Double-Click Issue,99.5,True,19999
pay_901193,pay_901194,cust_00115,order_700947,order_700947,9999,9999,1787613307,1787613310,captured,captured,upi,upi,3,Double-Click Issue,99.5,True,9999
pay_900897,pay_900898,cust_00126,order_700799,order_700799,199999,199999,1787537802,1787537804,captured,captured,card,card,2,Double-Click Issue,99.5,True,199999
pay_900791,pay_900792,cust_00118,order_700746,order_700746,299999,299999,1787651357,1787651360,captured,captured,card,card,3,Double-Click Issue,99.5,True,299999
pay_901027,pay_901028,cust_00118,order_700864,order_700864,99999,99999,1787681995,1787681996,captured,captured,upi,upi,1,Double-Click Issue,99.5,True,99999
pay_900769,pay_900770,cust_00120,order_700735,order_700735,14999,14999,1787660088,1787660091,captured,captured,upi,upi,3,Double-Click Issue,99.5,True,14999
pay_900757,pay_900758,cust_00126,order_700729,order_700729,9999,9999,1787577792,1787577794,captured,captured,card,card,2,Double-Click Issue,99.5,True,9999
pay_901003,pay_901004,cust_00001,order_700852,order_700852,249999,249999,1787652261,1787652264,captured,captured,card,card,3,Double-Click Issue,99.5,True,249999
pay_901101,pay_901102,cust_00003,order_700901,order_700901,7499,7499,1787592452,1787592455,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,7499
pay_900959,pay_900960,cust_00003,order_700830,order_700830,249999,249999,1787630069,1787630070,captured,captured,upi,upi,1,Double-Click Issue,99.5,True,249999
pay_900949,pay_900950,cust_00200,order_700825,order_700825,49999,49999,1787640473,1787640474,captured,captured,card,card,1,Double-Click Issue,99.5,True,49999
pay_900975,pay_900976,cust_00200,order_700838,order_700838,19999,19999,1787664494,1787664497,captured,captured,card,card,3,Double-Click Issue,99.5,True,19999
pay_901185,pay_901186,cust_00121,order_700943,order_700943,99999,99999,1787578654,1787578655,captured,captured,upi,upi,1,Double-Click Issue,99.5,True,99999
pay_900927,pay_900928,cust_00006,order_700814,order_700814,4999,4999,1787587460,1787587462,captured,captured,card,card,2,Double-Click Issue,99.5,True,4999
pay_901135,pay_901136,cust_00196,order_700918,order_700918,299999,299999,1787581349,1787581352,captured,captured,wallet,wallet,3,Double-Click Issue,99.5,True,299999
pay_900859,pay_900860,cust_00196,order_700780,order_700780,12499,12499,1787654619,1787654622,captured,captured,card,card,3,Double-Click Issue,99.5,True,12499
pay_901187,pay_901188,cust_00198,order_700944,order_700944,74999,74999,1787538576,1787538579,captured,captured,netbanking,netbanking,3,Double-Click Issue,99.5,True,74999
pay_902323,pay_902324,cust_00176,order_701573,order_701574,7499,7499,1787642580,1787642586,captured,captured,netbanking,netbanking,6,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902469,pay_902470,cust_00177,order_701719,order_701720,199999,199999,1787528874,1787528894,captured,captured,card,card,20,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902639,pay_902640,cust_00177,order_701889,order_701890,299999,299999,1787559156,1787559173,captured,captured,upi,upi,17,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901389,pay_901390,cust_00042,order_701045,order_701045,4999,4999,1787656069,1787656099,captured,captured,upi,upi,30,Network Timeout Retry,97.0,True,4999
pay_901227,pay_901228,cust_00042,order_700964,order_700964,9999,9999,1787669371,1787669390,captured,captured,card,card,19,Network Timeout Retry,97.0,True,9999
pay_902683,pay_902684,cust_00173,order_701933,order_701934,34999,34999,1787554232,1787554243,captured,captured,card,card,11,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902509,pay_902510,cust_00173,order_701759,order_701760,7499,7499,1787591137,1787591144,captured,captured,wallet,wallet,7,Multiple Browser Tabs Checkout,97.0,True,7499
pay_901365,pay_901366,cust_00173,order_701033,order_701033,12499,12499,1787615839,1787615864,captured,captured,wallet,wallet,25,Network Timeout Retry,97.0,True,12499
pay_901255,pay_901256,cust_00174,order_700978,order_700978,99999,99999,1787605650,1787605676,captured,captured,wallet,wallet,26,Network Timeout Retry,97.0,True,99999
pay_902221,pay_902222,cust_00174,order_701471,order_701472,249999,249999,1787643495,1787643507,captured,captured,upi,upi,12,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902395,pay_902396,cust_00174,order_701645,order_701646,99999,99999,1787684066,1787684083,captured,captured,card,card,17,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902843,pay_902844,cust_00176,order_702093,order_702094,19999,19999,1787538105,1787538133,failed,captured,wallet,wallet,28,Gateway Retry with Different IDs,97.0,False,0
pay_902503,pay_902504,cust_00176,order_701753,order_701754,249999,249999,1787554472,1787554490,captured,captured,wallet,wallet,18,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902447,pay_902448,cust_00176,order_701697,order_701698,199999,199999,1787562349,1787562365,captured,captured,netbanking,netbanking,16,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902733,pay_902734,cust_00038,order_701983,order_701984,7499,7499,1787531611,1787531639,failed,captured,netbanking,netbanking,28,Gateway Retry with Different IDs,97.0,False,0
pay_902589,pay_902590,cust_00172,order_701839,order_701840,199999,199999,1787667660,1787667670,captured,captured,upi,upi,10,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902573,pay_902574,cust_00043,order_701823,order_701824,74999,74999,1787578225,1787578243,captured,captured,netbanking,netbanking,18,Multiple Browser Tabs Checkout,97.0,True,74999
pay_902361,pay_902362,cust_00044,order_701611,order_701612,199999,199999,1787554629,1787554645,captured,captured,netbanking,netbanking,16,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902463,pay_902464,cust_00045,order_701713,order_701714,149999,149999,1787520411,1787520419,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,149999
